FID,Street,City,State,County,Zip Code,Assessed_Hurricane,Times_Flooded,In_Flood_Zone,Flood_Zone,GlobalID,Flood_Hazard_Zone,x,y,zone_type,In Zone,Not in Zone
1453,Memory Ln,Myrtle Beach,SC,Horry County,29588,"Joaquin, Matthew, Florence",3,No,X,354b93ca-a782-470d-9eee-2c3564c88ca7,No,-79.01089699,33.64464398,,,
1454,Creekside Dr,Myrtle Beach,SC,Horry County,29588,Florence,1,Yes,AE,5c56a82a-681e-49ee-b8e3-27bf35860db8,Yes,-79.01078299,33.68265703,,,
1455,Creekside Dr,Myrtle Beach,SC,Horry County,29588,"Matthew, Florence",2,Yes,AE,e35335ce-d3eb-4592-b266-2cbc84d9491e,Yes,-79.01072299,33.68242598,,,
1456,Hwy 544,Myrtle Beach,SC,Horry County,29588,"Matthew, Florence",2,No,X,82e3e638-1880-4494-b4cd-7588c5706a96,No,-79.02457698,33.719594,,,
1457,Pine Lake Dr,Myrtle Beach,SC,Horry County,29577,"Matthew, Florence",2,No,X,543a156e-5508-4e99-9f69-91482df4fe9a,Yes,-78.84961598,33.72367399,,,
1458,Old Buck Creek Rd,Longs,SC,Horry County,29568,"Matthew, Florence",2,No,X,10f5b14a-416a-4507-a459-11a0aed3dc3f,No,-78.71347899,33.95730701,,,
1459,Creekside Dr,Myrtle Beach,SC,Horry County,29588,"Matthew, Florence",2,Yes,AE,aaf7f57e-cd5f-4233-b391-3e0fe4afc685,Yes,-79.01163496,33.68191199,,,
1460,Recreation Rd,Myrtle Beach,SC,Horry County,29588,"Matthew, Florence",2,Yes,AE,86b492d8-f249-4e60-9094-0ab9554618a5,Yes,-79.00963504,33.68198599,,,
1461,Bay Rd,Myrtle Beach,SC,Horry County,29588,"Matthew, Florence",2,No,X,d55a19fb-28ae-4beb-886f-05de904e189e,No,-79.05382299,33.66200502,,,
1462,Recreation Rd,Myrtle Beach,SC,Horry County,29588,"Matthew, Florence",2,Yes,AE,212df5f5-2b9e-41a6-ab4a-f950c7b015be,Yes,-79.010032,33.682719,,,
1463,Recreation Rd,Myrtle Beach,SC,Horry County,29588,"Joaquin, Matthew, Florence",3,Yes,AE,c70f4251-6616-4850-9be4-a567d1d27aaf,Yes,-79.01013603,33.68289496,,,
1464,Sandy Pines Ln,Myrtle Beach,SC,Horry County,29588,"Matthew, Florence",2,No,X,84114d04-ca45-446b-9c88-1fa70c5ded25,No,-79.02145597,33.70781604,,,
1465,Creekside Dr,Myrtle Beach,SC,Horry County,29588,Matthew,1,Yes,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,c7f294f2-6634-40ef-be7f-0346a36fb2e2,Yes,-79.00983302,33.68015,,,
1466,Creekside Dr,Myrtle Beach,SC,Horry County,29588,"Matthew, Florence",2,Yes,AE,1b39c5b1-070e-49b0-85a5-0c9e37d9ee7a,Yes,-79.00999499,33.68079497,,,
1467,Fox Haven Blvd,Myrtle Beach,SC,Horry County,29588,Matthew,1,No,X,212450ef-9591-4246-90a0-69bb35f46983,Yes,-79.011222,33.679371,,,
1468,Creekside Dr,Myrtle Beach,SC,Horry County,29588,Matthew,1,Yes,AE,7b6a8681-1113-4a77-b192-b82847a1fa1d,Yes,-79.00894998,33.68081097,,,
1469,Cheyenne Rd,Myrtle Beach,SC,Horry County,29588,Matthew,1,No,X,925d5785-5966-4bbe-bda7-93875ecdbf8a,No,-78.989085,33.682719,,,
1470,Rice Mill Dr,Myrtle Beach,SC,Horry County,29588,Matthew,1,No,X,cb543174-9137-4069-974a-1221e0da8d1a,Yes,-78.98499802,33.68119998,,,
1471,Manor Cir,Myrtle Beach,SC,Horry County,29588,Matthew,1,No,X,de81ff65-4dd5-416a-a766-88601b67ef92,No,-78.98706199,33.68090201,,,
1472,Plantation Rd,Myrtle Beach,SC,Horry County,29588,Matthew,1,No,X,a6aa3dfa-97e2-4529-a7e1-cfa6084cf1bf,No,-78.98869701,33.67846603,,,
1473,Plantation Rd,Myrtle Beach,SC,Horry County,29588,Matthew,1,No,X,de5913b5-79e1-4ce8-8c4c-0507a20fc0eb,No,-78.99215104,33.67840899,,,
1474,Catawba Trl,Myrtle Beach,SC,Horry County,29588,Matthew,1,No,X,9a6ad149-d13a-47cf-b3ac-cd978ee7c334,No,-78.98922998,33.67956999,,,
1475,Catawba Trl,Myrtle Beach,SC,Horry County,29588,Matthew,1,No,X,e3489e26-f1cb-4863-8dec-26ede8ff70f8,No,-78.989145,33.67930596,,,
1476,Palm Frond Dr,Myrtle Beach,SC,Horry County,29588,Matthew,1,No,X,69a99f05-a444-441f-a4cc-c3f1b75b3967,No,-78.98599398,33.67240599,,,
1477,Powder Springs Loop,Myrtle Beach,SC,Horry County,29588,Matthew,1,No,X,1e5e3b21-828f-4ac8-b1e9-59a6aa5459c9,No,-78.98803702,33.67400703,,,
1478,Powder Springs Loop,Myrtle Beach,SC,Horry County,29588,Matthew,1,No,X,8452fafa-5626-485d-b121-ab779610fa78,No,-78.988857,33.67162101,,,
1479,Gresham Ln,Myrtle Beach,SC,Horry County,29588,Matthew,1,No,X,ac5c966a-71e3-40cd-82f1-2a9bf2eb6497,No,-78.98912299,33.67322797,,,
1480,Powder Springs Loop,Myrtle Beach,SC,Horry County,29588,Matthew,1,No,X,463f7e00-2efd-4ebb-a778-68996750aeec,No,-78.98839698,33.67178698,,,
1481,Gresham Ln,Myrtle Beach,SC,Horry County,29588,Matthew,1,No,X,61873cd0-20a6-47aa-922c-0c978c80fd23,No,-78.98944199,33.67333899,,,
1482,Kevin Ln,Myrtle Beach,SC,Horry County,29588,Florence,1,Yes,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,918d068a-50da-43d9-b147-b786dda2ae07,Yes,-79.01732201,33.67535103,,,
1483,Enterprise Rd,Myrtle Beach,SC,Horry County,29588,Florence,1,Yes,AE,82f5fd19-624f-4dbc-9d38-9bd7f00fdef7,Yes,-79.01069101,33.67501402,,,
1484,Enterprise Rd,Myrtle Beach,SC,Horry County,29588,Florence,1,No,X,83357aff-2d59-47cf-996e-2215dba75764,No,-79.00989204,33.67501701,,,
1485,Fox Catcher Dr,Myrtle Beach,SC,Horry County,29588,Florence,1,No,X,5198280f-605c-4d05-8c66-1a3bb2f53c5a,Yes,-79.01293203,33.67616999,,,
1486,Fox Catcher Dr,Myrtle Beach,SC,Horry County,29588,Florence,1,No,X,e4fc52f4-5b40-4ca1-91a5-8b6bb29badc3,Yes,-79.01304199,33.67630403,,,
1487, ,Myrtle Beach,SC,Florence County,29588,Florence,1,No,X,86925acf-f862-40f0-ae6c-afb8b1d8aeba,No,-79.02427003,33.67113701,,,
1488,Fox Catcher Dr,Myrtle Beach,SC,Horry County,29588,Florence,1,Yes,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,29e026fb-4aec-4cfe-8657-ce6922b7bbc5,Yes,-79.01295,33.67662398,,,
1489,Hwy 15,Myrtle Beach,SC,Horry County,29577,Florence,1,No,X,e3d8c186-1954-4e9e-940c-f2300dfbf4b4,No,-78.911161,33.68926699,,,
1490,Nightingale Dr,Myrtle Beach,SC,Horry County,29577,Matthew,1,No,X,5eba5afb-6e8b-4081-9cbe-04fdcb3aa83e,No,-78.89453399,33.72811098,,,
1491,Smith Blvd,Myrtle Beach,SC,Horry County,29588,Florence,1,Yes,AE,4b4a9d1b-246c-4909-b86f-658f71212445,Yes,-78.98180604,33.69821702,,,
1492,Smith Blvd,Myrtle Beach,SC,Horry County,29588,Florence,1,Yes,AE,5aedaae6-189b-42d0-b6b4-12d82491811e,Yes,-78.98251202,33.69785798,,,
1493,Smith Blvd,Myrtle Beach,SC,Horry County,29588,Florence,1,Yes,AE,d38802c3-a1da-44a8-8cad-f7378326e9f1,Yes,-78.98278996,33.69771501,,,
1494,Smith Blvd,Myrtle Beach,SC,Horry County,29588,Florence,1,Yes,AE,519de4a2-d1ae-48e9-a93a-5047c09bdc85,Yes,-78.98307302,33.69757203,,,
1495,Smith Blvd,Myrtle Beach,SC,Horry County,29588,Florence,1,Yes,AE,fc11ae46-76d1-4fdc-aaaa-33a2b0e92c10,Yes,-78.98335204,33.69742398,,,
1496,Smith Blvd,Myrtle Beach,SC,Horry County,29588,Florence,1,Yes,AE,bdb334ae-f655-4eea-96c2-074cbfa75f5b,Yes,-78.98363501,33.69728003,,,
1497,Smith Blvd,Myrtle Beach,SC,Horry County,29588,Florence,1,Yes,AE,d5f8f134-fbe6-4cd5-8a31-83b0b510cd28,Yes,-78.98389399,33.69711598,,,
1498,Reef Rd,Myrtle Beach,SC,Horry County,29588,Florence,1,Yes,AE,23d36977-5802-4ab5-89ae-7651012606e6,Yes,-78.97736198,33.69726501,,,
1499,Reef Rd,Myrtle Beach,SC,Horry County,29588,Florence,1,Yes,AE,81257608-a736-478f-b363-3288fa0bed64,Yes,-78.97749296,33.69766202,,,
1500,Reef Rd,Myrtle Beach,SC,Horry County,29588,Florence,1,Yes,AE,974338cb-6cce-4e87-8e33-0b262a7936e3,Yes,-78.97762303,33.69805603,,,
1501,Ranchette Cir,Myrtle Beach,SC,Horry County,29588,Florence,1,No,X,28b62b1b-b3df-47c2-a464-c48839dd9f83,Yes,-78.96096701,33.69044803,,,
1502,Islander Dr,Myrtle Beach,SC,Horry County,29588,Florence,1,Yes,AE,a5b62b68-d1e2-4d82-820e-03ef9a8800f8,Yes,-78.97687303,33.69798197,,,
1503,Islander Dr,Myrtle Beach,SC,Horry County,29588,Florence,1,Yes,AE,0e79b954-43fd-47c4-8d64-84c0703c68db,Yes,-78.97665501,33.69804101,,,
1504,Riverbend Rd,Loris,SC,Horry County,29569,Florence,1,No,X,e711a8fa-6bc4-4842-b777-a2e592ab613c,No,-78.86573903,34.10806997,,,
1505,Racewater Dr,Myrtle Beach,SC,Horry County,29588,Florence,1,Yes,AE,d64e2d9a-e5f0-445d-a4a9-06e45bbad80e,Yes,-78.97657102,33.69779901,,,
1506,Racewater Dr,Myrtle Beach,SC,Horry County,29588,Florence,1,Yes,AE,2df9ef51-207c-4505-9eae-bb90abccfde3,Yes,-78.976815,33.69774401,,,
1507,Reef Rd,Myrtle Beach,SC,Horry County,29588,Florence,1,Yes,AE,bd89402a-64ff-412d-831c-b0c09888b02e,Yes,-78.97705898,33.69768803,,,
1508,Crooked Pine Dr,Myrtle Beach,SC,Horry County,29575,Florence,1,No,X,94563f4c-e31a-43c0-b5f7-9c55b8b79b69,No,-78.97439,33.631436,,,
1509,Racewater Dr,Myrtle Beach,SC,Horry County,29588,Florence,1,Yes,AE,b355f4e9-d890-495f-a392-baa1aafdf405,Yes,-78.97642198,33.69739999,,,
1510,Racewater Dr,Myrtle Beach,SC,Horry County,29588,Florence,1,Yes,AE,2edc0954-43a3-479a-9e8c-9b52b387fc50,Yes,-78.976178,33.69745701,,,
1511,Luttie Rd,Myrtle Beach,SC,Horry County,29588,Matthew,1,No,X,c5dac62e-bb54-453a-aecb-0e039d80fc69,Yes,-78.97946404,33.69211002,,,
1512,Luttie Rd,Myrtle Beach,SC,Horry County,29588,Florence,1,Yes,AE,7c9e82a6-d1ea-4cf4-9a6c-053395d301f7,Yes,-78.98403404,33.694617,,,
1513,Luttie Rd,Myrtle Beach,SC,Horry County,29588,Florence,1,Yes,AE,4625f51d-221e-455b-9943-14a1b8040df6,Yes,-78.98380802,33.69440601,,,
1514,Luttie Rd,Myrtle Beach,SC,Horry County,29588,Florence,1,Yes,AE,aa43237c-639d-4444-ba1f-f9820b1bef4c,Yes,-78.98353296,33.69411198,,,
1515,Riverbend Rd,Loris,SC,Horry County,29569,Florence,1,No,X,3a477f4d-9651-4c31-806f-3c9d052138b4,No,-78.86573903,34.10806997,,,
1516,Riverbend Rd,Loris,SC,Horry County,29569,Florence,1,No,X,cd2ace8e-75d6-4fb9-a00f-5ee0915b88e9,No,-78.86573903,34.10806997,,,
1517,River Bend Rd,Myrtle Beach,SC,Horry County,29588,Florence,1,Yes,AE,67fad740-0009-474b-ab64-5260a0a8a5b0,Yes,-78.97544102,33.69653698,,,
1518,River Bend Rd,Myrtle Beach,SC,Horry County,29588,Florence,1,Yes,AE,6c1ad09b-b2e3-457e-a276-5f32f58daa93,Yes,-78.97550498,33.69673698,,,
1519,River Bend Rd,Myrtle Beach,SC,Horry County,29588,Florence,1,Yes,AE,c749fb7b-faeb-4e83-88b3-3299571bfcaa,Yes,-78.97556903,33.69693601,,,
1520,River Bend Rd,Myrtle Beach,SC,Horry County,29588,Florence,1,Yes,AE,396dfb92-d93a-43ec-8984-41e99e2433ed,Yes,-78.97563299,33.69713497,,,
1521,River Bend Rd,Myrtle Beach,SC,Horry County,29588,Florence,1,Yes,AE,e7e41b3d-ac5d-4ccf-9281-9c941a346e22,Yes,-78.97569704,33.69733399,,,
1522,River Bend Rd,Myrtle Beach,SC,Horry County,29588,Florence,1,Yes,AE,091bd0da-7e15-4f5f-b72d-6e38c38102e4,Yes,-78.975761,33.69753302,,,
1523,River Bend Rd,Myrtle Beach,SC,Horry County,29588,Florence,1,Yes,AE,51c30306-fe96-4e38-8bca-2d5d57854cca,Yes,-78.975822,33.69770596,,,
1524,Riverbend Rd,Loris,SC,Horry County,29569,Florence,1,No,X,e75fc76c-2d44-4095-a0a5-b418541bba93,No,-78.86573903,34.10806997,,,
1525,Folly Rd,Myrtle Beach,SC,Horry County,29588,Florence,1,Yes,AE,e09deadd-6b79-49bb-ba28-acc715474daf,Yes,-78.96803801,33.697447,,,
1526,Canterbury Ln,Myrtle Beach,SC,Horry County,29577,"Matthew, Florence",2,No,X,29b100a1-c2b4-4cb0-9e4f-8ce1223eb913,No,-78.83741901,33.73730102,,,
1527,Folly Rd,Myrtle Beach,SC,Horry County,29588,"Joaquin, Matthew, Florence",3,Yes,AE,c8a1f26a-c4ad-4886-aeb7-43ca25f94ab7,Yes,-78.96819701,33.697939,,,
1528,Folly Rd,Myrtle Beach,SC,Horry County,29588,"Matthew, Florence",2,Yes,AE,856a3b3b-f7d7-4e97-96af-55400f626e11,Yes,-78.96874004,33.69750903,,,
1529,Folly Rd,Myrtle Beach,SC,Horry County,29588,"Matthew, Florence",2,Yes,AE,ed9cba43-6166-406b-b3db-fb154b951067,Yes,-78.96904897,33.69765798,,,
1530,Folly Rd,Myrtle Beach,SC,Horry County,29588,"Matthew, Florence",2,Yes,AE,28bd18dd-9377-4908-b42d-b4bc03957702,Yes,-78.96934497,33.69779199,,,
1531,Folly Rd,Myrtle Beach,SC,Horry County,29588,"Joaquin, Florence",2,Yes,AE,a62e4f54-5c79-4e8d-99ce-168c5b4cee9e,Yes,-78.96978999,33.69795903,,,
1532,John Luther Rd,Myrtle Beach,SC,Horry County,29588,Matthew,1,No,X,84e6960c-bc94-4a35-b900-982e7cb8e139,Yes,-78.974026,33.69363401,,,
1533,Riverside Dr,Myrtle Beach,SC,Horry County,29579,Florence,1,Yes,AE,c386115d-1476-4760-aecc-cea31308c68f,Yes,-78.96468801,33.69791,,,
1534,Riverside Dr,Myrtle Beach,SC,Horry County,29579,Florence,1,Yes,AE,08a27bf6-5095-43ea-9a7e-03e96d68c7bf,Yes,-78.964378,33.69778601,,,
1535,Riverside Dr,Myrtle Beach,SC,Horry County,29579,Florence,1,Yes,AE,72279851-15f6-45a8-a6a9-71ab30b9f435,Yes,-78.96382302,33.69766703,,,
1536,Little River Rd,Myrtle Beach,SC,Horry County,29577,"Matthew, Florence",2,No,X,2727b418-0106-4539-a7eb-5fd6b0a5adae,No,-78.85370502,33.72509603,,,
1537,Folly Rd,Myrtle Beach,SC,Horry County,29588,Florence,1,Yes,AE,9ea64fe7-1e2b-44c4-95df-50c4dc7de27a,Yes,-78.96591798,33.69718399,,,
1538,Folly Rd,Myrtle Beach,SC,Horry County,29588,Florence,1,Yes,AE,bc963887-45f9-44f2-b5ff-0d4e05e0d9cb,Yes,-78.96624299,33.69728497,,,
1539,Folly Rd,Myrtle Beach,SC,Horry County,29588,"Matthew, Florence",2,Yes,AE,005e593d-4c59-41ce-a121-ae1b14f4060c,Yes,-78.96685798,33.69748997,,,
1540,Folly Rd,Myrtle Beach,SC,Horry County,29588,"Matthew, Florence",2,Yes,AE,9d92c024-0d89-4cd4-9427-325539c92ebf,Yes,-78.96716898,33.69759304,,,
1541,Folly Rd,Myrtle Beach,SC,Horry County,29588,Florence,1,Yes,AE,bcb3d4ee-f135-41ac-940e-b1ebb3a3a972,Yes,-78.96724399,33.69717002,,,
1542,Folly Rd,Myrtle Beach,SC,Horry County,29588,Florence,1,Yes,AE,9c08d4ce-5cd0-4ac8-a8fe-c46ae12d7050,Yes,-78.96659001,33.69697398,,,
1543,Folly Rd,Myrtle Beach,SC,Horry County,29588,Florence,1,Yes,AE,92d40508-6335-49d5-8bba-52d100135240,Yes,-78.96612603,33.696826,,,
1544,Hart St,Conway,SC,Horry County,29526,Florence,1,No,X,5799b04f-e947-444a-b2bd-78b692da24fe,No,-79.04789698,33.84717697,,,
1545,Wedgewood Ln,Conway,SC,Horry County,29526,Florence,1,No,X,6067f269-ec23-4a46-851f-29c927bc76bf,No,-78.99297102,33.77265003,,,
1546,Riverside Dr,Myrtle Beach,SC,Horry County,29579,Florence,1,Yes,AE,587d4b5b-0baa-4ab7-9561-352607a9180c,Yes,-78.96333102,33.69749999,,,
1547,Flagstone Dr,Myrtle Beach,SC,Horry County,29588,Florence,1,No,X,7e993b43-bff2-492e-91f4-75ba002f7736,Yes,-78.96820096,33.68017497,,,
1548,Cabots Creek Dr,Myrtle Beach,SC,Horry County,29588,Florence,1,No,X,52d11f75-4fed-4f7a-85bb-3a3d6e288ad0,No,-79.02605004,33.73792501,,,
1549,Watergate Dr,Myrtle Beach,SC,Horry County,29588,Florence,1,Yes,AE,66456adf-5734-46a4-842b-74e2809eba6f,Yes,-78.95996799,33.69283801,,,
1550,Church St,Myrtle Beach,SC,Horry County,29577,Florence,1,No,X,9a936fb0-cfb9-4143-b01e-b3e5a16a07ac,No,-78.87843303,33.72468503,,,
1551,Watergate Dr,Myrtle Beach,SC,Horry County,29588,Florence,1,Yes,AE,891da80f-e0f7-43f1-bca1-6bbc88476a59,Yes,-78.96013203,33.69268598,,,
1552,16th Ave Ext N,Myrtle Beach,SC,Horry County,29575,Florence,1,No,X,10d77c56-1ffd-45c0-a684-64f1f21170ac,No,-78.97023304,33.62431496,,,
1553,Watergate Dr,Myrtle Beach,SC,Horry County,29588,Florence,1,Yes,AE,11510041-0c39-4507-8507-04647745b5fd,Yes,-78.95830997,33.694567,,,
1554,Watergate Dr,Myrtle Beach,SC,Horry County,29588,Florence,1,Yes,AE,c22241f1-91e4-4200-8917-fbcdc42aa8d8,Yes,-78.95798101,33.69450698,,,
1555,Hidden Harbor Rd,Myrtle Beach,SC,Horry County,29588,Florence,1,Yes,AE,f4b979ef-f378-4d80-a42c-b937ddf7873d,Yes,-78.95776901,33.69447903,,,
1556,Malibu Ln,Myrtle Beach,SC,Horry County,29577,Florence,1,Yes,AE,1498d4be-c6dc-430e-97ef-82db4395fe9a,Yes,-78.952237,33.69273001,,,
1557,Malibu Ln,Myrtle Beach,SC,Horry County,29577,Florence,1,Yes,AE,304e35a6-c168-4c0e-990a-3e52ae6400a8,Yes,-78.95232297,33.69293899,,,
1558,Malibu Ln,Myrtle Beach,SC,Horry County,29577,Florence,1,Yes,AE,dedd76d7-ac56-4b59-9c25-4ae5602ddf11,Yes,-78.95237103,33.69316799,,,
1559,Malibu Ln,Myrtle Beach,SC,Horry County,29577,Florence,1,Yes,AE,410719fc-ca16-43b4-b962-da2c9b2ebce4,Yes,-78.95240804,33.693521,,,
1560,Teague Rd,Myrtle Beach,SC,Horry County,29577,Florence,1,Yes,AE,8b370b7a-a3d0-4961-baad-e843445cb11c,Yes,-78.95236304,33.69409097,,,
1561,Teague Rd,Myrtle Beach,SC,Horry County,29577,Florence,1,Yes,AE,e8534edd-0f41-4eba-b4cc-3c60655e1660,Yes,-78.952715,33.69406399,,,
1562,Teague Rd,Myrtle Beach,SC,Horry County,29577,"Matthew, Florence",2,Yes,AE,0951fef0-9c4b-4f6c-9074-f8420ccec872,Yes,-78.95366999,33.69402498,,,
1563,Teague Rd,Myrtle Beach,SC,Horry County,29577,Florence,1,Yes,AE,23e28852-a131-4695-a985-8132cc185469,Yes,-78.95400704,33.69402901,,,
1564,N Creekside Dr,Murrells Inlet,SC,Horry County,29576,Florence,1,Yes,AE,688fb5bb-e7f5-4959-af29-c0cecc2a05ed,Yes,-79.01320198,33.57334303,,,
1565,Teague Rd,Myrtle Beach,SC,Horry County,29577,"Matthew, Florence",2,Yes,AE,d8571559-7feb-4744-971e-91f1afd4d01a,Yes,-78.95463299,33.694032,,,
1566,Teague Rd,Myrtle Beach,SC,Horry County,29577,"Matthew, Florence",2,Yes,AE,235a5df3-ea54-4a4d-ba3e-2b5d8faba334,Yes,-78.954958,33.69404396,,,
1567,Teague Rd,Myrtle Beach,SC,Horry County,29577,Florence,1,Yes,AE,4a10a1fa-306e-42f9-a14e-f843e8f25480,Yes,-78.955322,33.69337002,,,
1568,Teague Rd,Myrtle Beach,SC,Horry County,29577,Florence,1,Yes,AE,25a3757d-b2ec-4d19-aa12-4bb40750c31a,Yes,-78.95496896,33.69337196,,,
1569,Teague Rd,Myrtle Beach,SC,Horry County,29577,Florence,1,Yes,AE,709d504d-ce00-47b9-a683-318f68926788,Yes,-78.95428902,33.69336202,,,
1570,Teague Rd,Myrtle Beach,SC,Horry County,29577,Florence,1,Yes,AE,c702995f-081e-4af1-a3e8-778e33ec498c,Yes,-78.95379603,33.69335799,,,
1571,Teague Rd,Myrtle Beach,SC,Horry County,29577,Florence,1,Yes,AE,0cf8f19a-39be-4198-8409-1c271141b817,Yes,-78.95314798,33.69335799,,,
1572,Ebb Tide Harbour,Myrtle Beach,SC,Horry County,29577,Florence,1,Yes,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,f21f2fd4-565b-4d5e-95eb-d2317767117d,Yes,-78.95665501,33.69196801,,,
1573,Harbour Towne Dr,Myrtle Beach,SC,Horry County,29577,Florence,1,Yes,AE,f47479d8-6264-41b9-bf8f-200ab5a3ad4f,Yes,-78.95708296,33.69278098,,,
1574,Schooner Harbour,Myrtle Beach,SC,Horry County,29577,Florence,1,Yes,AE,93d1f15b-08aa-4fc6-818c-ffad6b6a422a,Yes,-78.95687303,33.69298099,,,
1575,Schooner Harbour,Myrtle Beach,SC,Horry County,29577,Florence,1,Yes,AE,81eb688c-776b-42d3-a016-26f17a46602c,Yes,-78.95689099,33.69297397,,,
1576,Schooner Harbour,Myrtle Beach,SC,Horry County,29577,Florence,1,Yes,AE,9664f8d8-6127-4386-9582-f71813c36971,Yes,-78.95690096,33.69297,,,
1577,Schooner Harbour,Myrtle Beach,SC,Horry County,29577,"Matthew, Florence",2,Yes,AE,1ab62fc7-a9f9-49e5-aa1f-9cd528b53715,Yes,-78.95691004,33.69296597,,,
1578,Fred Nash Blvd,Myrtle Beach,SC,Horry County,29577,Florence,1,Yes,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,fd9eb7b9-bba5-4b6e-b66e-a0a5ae37acab,Yes,-78.94156798,33.69562801,,,
1579,Schooner Harbour,Myrtle Beach,SC,Horry County,29577,Florence,1,Yes,AE,856313a5-675b-4f2b-b42f-7568f08dde19,Yes,-78.95700203,33.69325298,,,
1580,Schooner Harbour,Myrtle Beach,SC,Horry County,29577,Florence,1,Yes,AE,4285bc8d-f10c-42e4-a95f-9a45e490ef6b,Yes,-78.95698298,33.69326,,,
1581,Watergate Dr,Myrtle Beach,SC,Horry County,29588,Florence,1,Yes,AE,c8abfd45-323b-4aff-aa45-042e48e458d1,Yes,-78.95843798,33.69392498,,,
1582, ,Myrtle Beach,SC,Horry County,29579,Florence,1,No,X,0a222800-b3b5-43bf-9f63-40fb12e013da,No,-78.97865304,33.73769702,,,
1583,Watergate Dr,Myrtle Beach,SC,Horry County,29588,Florence,1,Yes,AE,dcd38db0-533f-4d3a-8059-028a3fd67fdb,Yes,-78.95876901,33.693455,,,
1584,Watergate Dr,Myrtle Beach,SC,Horry County,29588,Florence,1,Yes,AE,a0b2c903-d0e8-41f4-9511-b6f3a801b76d,Yes,-78.95890304,33.69329797,,,
1585,Commerce Pl,Myrtle Beach,SC,Horry County,29577,Florence,1,No,X,5daa971e-c277-447c-ab05-dd80ffac4740,No,-78.90382598,33.70589503,,,
1586,Watergate Dr,Myrtle Beach,SC,Horry County,29588,Florence,1,Yes,AE,be866dbf-61fc-417d-83a6-b1a07b47c7a0,Yes,-78.95916696,33.692978,,,
1587,Watergate Dr,Myrtle Beach,SC,Horry County,29588,Florence,1,Yes,AE,8c0a8e62-23e0-4c25-8874-6389b97c606f,Yes,-78.95930504,33.69281903,,,
1588,Dick Pond Rd,Myrtle Beach,SC,Horry County,29588,Florence,1,No,X,e1c8481f-2fe1-45d8-b402-4e834872397c,No,-78.99954201,33.67665702,,,
1589,Watergate Dr,Myrtle Beach,SC,Horry County,29588,Florence,1,Yes,0.2 PCT ANNUAL CHANCE FLOOD HAZARD,73f24875-246e-4e40-a4ec-cbabf5cb2e8b,Yes,-78.95934196,33.69363902,,,
1590,Watergate Dr,Myrtle Beach,SC,Horry County,29588,Florence,1,Yes,AE,c6629917-e282-462a-b1e9-e7435e42dc1c,Yes,-78.95921296,33.69379702,,,
1591,Watergate Dr,Myrtle Beach,SC,Horry County,29588,Florence,1,Yes,AE,4780d275-1d02-443f-9390-3ee6ad63825d,Yes,-78.95907004,33.694061,,,
1592,Hidden Harbor Rd,Myrtle Beach,SC,Horry County,29588,Florence,1,Yes,AE,33cbf389-33b4-4a0f-a19c-e549531080c8,Yes,-78.95721897,33.69431699,,,
1593,Hidden Harbor Rd,Myrtle Beach,SC,Horry County,29588,Florence,1,Yes,AE,773d7365-a7c5-41d4-9de3-b0c3cf7e0048,Yes,-78.95699699,33.69427297,,,
1594,Hidden Harbor Rd,Myrtle Beach,SC,Horry County,29588,Florence,1,Yes,AE,ff922315-c841-401f-8341-57e4bd3f6fc3,Yes,-78.95689001,33.69425099,,,
1595,Teague Rd,Myrtle Beach,SC,Horry County,29577,Florence,1,Yes,AE,a7709c7e-a198-4116-af29-6ef53018dd43,Yes,-78.95565401,33.69336501,,,
1596,Teague Rd,Myrtle Beach,SC,Horry County,29577,Florence,1,Yes,AE,6127bb87-2f94-4a77-8daf-0771ee191e13,Yes,-78.95600696,33.693347,,,
1597,Teague Rd,Myrtle Beach,SC,Horry County,29577,Florence,1,Yes,AE,5066b5c6-18bd-4360-bb0e-f0643866e483,Yes,-78.95627699,33.69332697,,,
1598,Harbour Towne Dr,Myrtle Beach,SC,Horry County,29577,Florence,1,Yes,AE,bf8a5461-9d27-43f2-b9b1-7f401366ed49,Yes,-78.95662303,33.69260197,,,
1599,Harbour Towne Dr,Myrtle Beach,SC,Horry County,29577,Florence,1,Yes,AE,9b6b8e9d-df53-44e6-970d-ecf692f091b1,Yes,-78.956557,33.69258703,,,
1600,Cedar Trace Dr,Myrtle Beach,SC,Horry County,29588,Matthew,1,No,X,8c33221c-9bb1-4247-a988-59a6eba77798,No,-79.03261502,33.648177,,,
1601,Geddings Dr,Myrtle Beach,SC,Horry County,29588,Florence,1,Yes,AE,3bf290c5-0481-489d-af74-4900120b54b1,Yes,-78.98091904,33.68804901,,,
1602,Geddings Dr,Myrtle Beach,SC,Horry County,29588,Florence,1,Yes,AE,28a7f2f9-9589-410a-a139-2e911eb9b0b8,Yes,-78.98073399,33.68824402,,,
1603,Connie Ct,Myrtle Beach,SC,Horry County,29588,Florence,1,Yes,AE,6dc16f8d-57a2-4fe6-b562-2c6146527b39,Yes,-78.98106502,33.68852402,,,
