Number,Street,City,State,County,Zip,Country,Latitude,Longitude,PIN,Assessed hurricanes (three),Number of assessed hurricanes
1773,Living Stones Ln,Longs,SC,Horry County,29568,US,33.874462,-78.748621,31508040002,Florence,1
3973,Hwy 90,Conway,SC,Horry County,29526,US,33.822987,-78.902964,31514010013,Matthew,1
,,Longs,SC,Horry County,29568,US,33.93851,-78.73307,31514040003,Joaquin,1
1546,Star Bluff Rd,Longs,SC,Horry County,29568,US,33.878003,-78.75771,31605010003,Florence,1
1575,Star Bluff Rd,Longs,SC,Horry County,29568,US,33.877801,-78.756237,31605010008,Florence,1
1680,Star Bluff Rd,Longs,SC,Horry County,29568,US,33.873977,-78.756954,31605040004,Florence,1
1684,Star Bluff Rd,Longs,SC,Horry County,29568,US,33.874445,-78.757106,31605040006,Florence,1
523,Parish Ln,Little River,SC,Horry County,29566,US,33.855228,-78.677702,31605040008,Florence,1
1661,Star Bluff Rd,Longs,SC,Horry County,29568,US,33.874958,-78.756103,31605040011,Matthew,1
2830,Sandy Branch Rd,Longs,SC,Horry County,29568,US,33.873408,-78.753681,31605040019,Florence,1
1755,Star Bluff Rd,Longs,SC,Horry County,29568,US,33.87133,-78.7553,31605040020,"Matthew, Florence",2
1630,Star Bluff Rd,Longs,SC,Horry County,29568,US,33.875659,-78.757981,31606030001,Florence,1
1650,Vera Rd,Longs,SC,Horry County,29568,US,33.873659,-78.761635,31606040001,Florence,1
2891,Waccamaw Cv,Longs,SC,Horry County,29568,US,33.872566,-78.773577,31610010015,Florence,1
1737,Pint Cir,Longs,SC,Horry County,29568,US,33.868106,-78.766425,31610030002,Florence,1
3150,Sweet Bay Rd,Longs,SC,Horry County,29568,US,33.872056,-78.761897,31611010001,Florence,1
1660,Vera Rd,Longs,SC,Horry County,29568,US,33.872428,-78.760856,31611020005,Florence,1
2990,Sweet Bay Rd,Longs,SC,Horry County,29568,US,33.870154,-78.756619,31612010005,Florence,1
2945,Victor Rd,Longs,SC,Horry County,29568,US,33.871091,-78.757201,31612010006,Florence,1
2959,Victor Rd,Longs,SC,Horry County,29568,US,33.871595,-78.757025,31612010007,Florence,1
1694,Duke Rd,Longs,SC,Horry County,29568,US,33.873045,-78.757069,31612010010,Florence,1
1704,Duke Rd,Longs,SC,Horry County,29568,US,33.872647,-78.756876,31612010011,Florence,1
1718,Duke Rd,Longs,SC,Horry County,29568,US,33.87232,-78.756845,31612010012,Florence,1
1730,Duke Rd,Longs,SC,Horry County,29568,US,33.872014,-78.756752,31612010013,Florence,1
1750,Duke Rd,Longs,SC,Horry County,29568,US,33.871564,-78.756676,31612010014,Florence,1
1754,Duke Rd,Longs,SC,Horry County,29568,US,33.871325,-78.756516,31612010015,Florence,1
1764,Duke Rd,Longs,SC,Horry County,29568,US,33.871014,-78.756092,31612010017,Florence,1
1749,Duke Rd,Longs,SC,Horry County,29568,US,33.871781,-78.755999,31612010020,Florence,1
1717,Duke Rd,Longs,SC,Horry County,29568,US,33.872334,-78.756263,31612010022,Florence,1
1705,Duke Rd,Longs,SC,Horry County,29568,US,33.872697,-78.756392,31612010023,Florence,1
1695,Duke Rd,Longs,SC,Horry County,29568,US,33.872989,-78.756461,31612010024,Florence,1
1980,Star Bluff Rd,Longs,SC,Horry County,29568,US,33.865465,-78.753906,31613020013,Florence,1
3316,Della Rd,Longs,SC,Horry County,29568,US,33.860199,-78.766813,31615030009,Matthew,1
1838,Holly Ridge Dr,Longs,SC,Horry County,29568,US,33.867639,-78.803288,31710030001,"Matthew, Florence",2
1799,Meadowood Ln,Longs,SC,Horry County,29568,US,33.867105,-78.804736,31710040001,Florence,1
1841,Holly Ridge Dr,Longs,SC,Horry County,29568,US,33.868166,-78.803834,31710040003,Florence,1
167,US Hwy 17,Little River,SC,Horry County,29566,US,33.853595,-78.654205,31710040008,Florence,1
1868,Meadowood Ln,Longs,SC,Horry County,29568,US,33.864968,-78.804044,31715010007,Florence,1
,,Longs,SC,Horry County,29568,US,33.93851,-78.73307,31715010020,Florence,1
1887,Meadowood Ln,Longs,SC,Horry County,29568,US,33.865432,-78.802992,31715020013,Florence,1
,,Longs,SC,Horry County,29568,US,33.93851,-78.73307,31715020014,"Matthew, Florence",2
1859,Hickory Ln,Longs,SC,Horry County,29568,US,33.864099,-78.806828,31715040042,Florence,1
1741,Holly Ridge Dr,Longs,SC,Horry County,29568,US,33.865941,-78.806858,31716020001,Florence,1
1731,Holly Ridge Dr,Longs,SC,Horry County,29568,US,33.865338,-78.806697,31716020002,Florence,1
4772,Southland Dr,Longs,SC,Horry County,29568,US,33.86201,-78.813646,31716040006,Florence,1
6721,Thomas Rd,Conway,SC,Horry County,29526,US,33.86386,-78.871457,31915040005,Florence,1
5246,Alligator Ct,Conway,SC,Horry County,29526,US,33.88911,-78.902103,32002010003,Florence,1
5240,Alligator Ct,Conway,SC,Horry County,29526,US,33.888839,-78.901961,32002010004,Florence,1
939,Caines Landing Rd,Conway,SC,Horry County,29526,US,33.887876,-78.903495,32002010009,Florence,1
5205,Caines Ct,Conway,SC,Horry County,29526,US,33.887501,-78.903105,32002010012,Florence,1
333,Cypress Flat Ct,Conway,SC,Horry County,29526,US,33.883396,-78.899455,32002030005,Florence,1
1628,Caines Landing Rd,Conway,SC,Horry County,29526,US,33.877688,-78.898279,32007030004,Florence,1
1520,Caines Landing Rd,Conway,SC,Horry County,29526,US,33.87429,-78.897849,32010020010,Florence,1
1520,Waccamaw Cir,Conway,SC,Horry County,29526,US,33.874127,-78.896683,32011010004,Florence,1
2719,Hwy 905,Conway,SC,Horry County,29526,US,33.875727,-78.976026,32011010007,"Joaquin, Florence",2
2140,Winburn Rd,Galivants Ferry,SC,Horry County,29544,US,34.026974,-79.170598,32011010009,Florence,1
1596,Waccamaw Cir,Conway,SC,Horry County,29526,US,33.872556,-78.89518,32011010010,Florence,1
4841,Hwy 65,Conway,SC,Horry County,29526,US,33.918091,-79.001203,32011010017,"Joaquin, Florence",2
1565,Waccamaw Cir,Conway,SC,Horry County,29526,US,33.873621,-78.89504,32011010019,Florence,1
1543,Waccamaw Cir,Conway,SC,Horry County,29526,US,33.874139,-78.895537,32011010022,Florence,1
3505,Hwy 66,Loris,SC,Horry County,29569,US,33.987728,-78.872196,32011010023,Florence,1
1507,Waccamaw Cir,Conway,SC,Horry County,29526,US,33.87497,-78.896245,32011010027,Florence,1
6194,Bear Bluff Rd,Conway,SC,Horry County,29526,US,33.863368,-78.883111,32013030003,Florence,1
215,Christian Rd,Conway,SC,Horry County,29526,US,33.886361,-78.973055,32201030006,Matthew,1
3454,Hwy 905,Conway,SC,Horry County,29526,US,33.88604,-78.960079,32203040003,Matthew,1
1981,Hwy 905,Conway,SC,Horry County,29526,US,33.863092,-78.99199,32300000010,"Matthew, Florence",2
2493,Hwy 905,Conway,SC,Horry County,29526,US,33.871677,-78.982461,32306020002,Matthew,1
1219,Four Mile Rd,Conway,SC,Horry County,29526,US,33.889839,-79.072284,32504010002,Matthew,1
3951,Hwy 319,Aynor,SC,Horry County,29511,US,33.955884,-79.128293,32504030006,Matthew,1
2793,Oak St,Conway,SC,Horry County,29526,US,33.873563,-79.069644,32510040019,Matthew,1
141,Iris St,Conway,SC,Horry County,29526,US,33.872657,-79.070423,32510040029,Matthew,1
3108,Cultra Rd,Conway,SC,Horry County,29526,US,33.867019,-79.088694,32614030022,Matthew,1
2242,Honey Brook Dr,Galivants Ferry,SC,Horry County,29544,US,33.93059,-79.21193,32700000010,Matthew,1
3834,Kelly Rd,Conway,SC,Horry County,29526,US,33.942701,-79.02381,32703020002,Matthew,1
6585,Shady Grove Rd,Conway,SC,Horry County,29527,US,33.870523,-79.221449,32900000043,Matthew,1
1350,Dunn Shortcut Rd,Conway,SC,Horry County,29527,US,33.851983,-79.127678,32912020008,Matthew,1
9300,Pee Dee Hwy,Conway,SC,Horry County,29527,US,33.891408,-79.235912,33001020002,Matthew,1
4738,N Pawley Rd,Conway,SC,Horry County,29527,US,33.810428,-79.134738,33002040001,Matthew,1
9198,Pee Dee Hwy,Conway,SC,Horry County,29527,US,33.888722,-79.234894,33002040003,Matthew,1
6703,High Point Church Rd,Conway,SC,Horry County,29527,US,33.877478,-79.212568,33012020005,Matthew,1
1754,Register Dr,Conway,SC,Horry County,29527,US,33.869088,-79.231168,33015030010,Matthew,1
8565,Jordan Lake Rd,Conway,SC,Horry County,29527,US,33.867272,-79.248769,33113040001,Florence,1
242,D St,Conway,SC,Horry County,29527,US,33.885804,-79.123428,33113040004,Florence,1
167,Willie James Rd,Conway,SC,Horry County,29526,US,33.889529,-79.114776,33113040006,Florence,1
1720,Brunson Spring Rd,Galivants Ferry,SC,Horry County,29544,US,33.917596,-79.20665,33204010001,Florence,1
1365,Alford Rd,Conway,SC,Horry County,29526,US,33.908761,-79.087555,33204010009,Florence,1
6712,Hwy 981,Conway,SC,Horry County,29527,US,33.883402,-79.208291,33204010010,Florence,1
6308,Enterprise Rd,Myrtle Beach,SC,Horry County,29588,US,33.675651,-79.014414,33204010012,Florence,1
6160,Hampton Rd,Conway,SC,Horry County,29527,US,33.851189,-79.186559,33411020001,Matthew,1
3001,Drywall Dr,Myrtle Beach,SC,Horry County,29577,US,33.705434,-78.928218,33411040007,Matthew,1
6510,Hampton Rd,Conway,SC,Horry County,29527,US,33.84411,-79.193871,33414010002,Matthew,1
426,Briarwood Ln,Conway,SC,Horry County,29526,US,33.881876,-79.023828,33414010005,Matthew,1
4815,Jeffords Dr,Conway,SC,Horry County,29527,US,33.859637,-79.157489,33500000030,Matthew,1
4541,Juniper Bay Rd,Conway,SC,Horry County,29527,US,33.85932,-79.154202,33500000032,Matthew,1
4481,Juniper Bay Rd,Conway,SC,Horry County,29527,US,33.857647,-79.150491,33505010005,Matthew,1
5075,Marigold Rd,Conway,SC,Horry County,29527,US,33.840185,-79.171686,33516030007,Matthew,1
1595,Singing Pines Dr,Conway,SC,Horry County,29527,US,33.858783,-79.131929,33600000111,Matthew,1
1338,Singing Pines Dr,Conway,SC,Horry County,29527,US,33.854559,-79.124586,33606030016,Matthew,1
1390,Dunn Shortcut Rd,Conway,SC,Horry County,29527,US,33.850996,-79.129042,33610020002,Matthew,1
3820,Juniper Bay Rd,Conway,SC,Horry County,29527,US,33.844947,-79.134351,33610040008,Matthew,1
4990,Old Reaves Ferry Rd,Conway,SC,Horry County,29526,US,33.857087,-78.928487,33905010005,Florence,1
4010,W Hwy 501,Conway,SC,Horry County,29526,US,33.886771,-79.115904,33905030016,Florence,1
150,Starview Dr,Conway,SC,Horry County,29526,US,33.84824,-79.020035,33912010028,Florence,1
422,Padgett Ln,Conway,SC,Horry County,29526,US,33.865213,-79.010461,34001030021,Florence,1
214,Padgett Ln,Conway,SC,Horry County,29526,US,33.85877,-79.007465,34001030025,Florence,1
26,Plantation Rd,Myrtle Beach,SC,Horry County,29588,US,33.682409,-78.994213,34005030001,Florence,1
756,Embassy Ln,Conway,SC,Horry County,29526,US,33.850244,-78.981059,34005030002,Florence,1
758,Embassy Ln,Conway,SC,Horry County,29526,US,33.850444,-78.981337,34005030003,Florence,1
760,Embassy Ln,Conway,SC,Horry County,29526,US,33.850656,-78.981591,34005030004,Florence,1
2537,Stonesedge Blvd,Little River,SC,Horry County,29566,US,33.897174,-78.674829,34005030005,Florence,1
764,Embassy Ln,Conway,SC,Horry County,29526,US,33.85103,-78.982187,34005030006,Florence,1
2571,Old Clearpond Rd,Conway,SC,Horry County,29526,US,33.805937,-78.945718,34005030007,Florence,1
768,Embassy Ln,Conway,SC,Horry County,29526,US,33.851198,-78.982912,34005030008,"Matthew, Florence",2
3553,Grisset Rd,Conway,SC,Horry County,29526,US,33.862538,-78.932841,34005030011,Florence,1
200,Wahee Pl,Conway,SC,Horry County,29527,US,33.760624,-79.067992,34005030019,Florence,1
1083,Rowe Pond Rd,Conway,SC,Horry County,29526,US,33.851592,-78.983412,34005030020,"Matthew, Florence",2
1085,Rowe Pond Rd,Conway,SC,Horry County,29526,US,33.851838,-78.983129,34005030021,"Matthew, Florence",2
3810,Palmetto Dr,Myrtle Beach,SC,Horry County,29577,US,33.730898,-78.873302,34005040002,Florence,1
1005,Rowe Pond Rd,Conway,SC,Horry County,29526,US,33.852304,-78.986428,34005040008,Florence,1
555,Hardees Ferry Rd,Conway,SC,Horry County,29526,US,33.850862,-78.997129,34007030002,Florence,1
1580,Hwy 905,Conway,SC,Horry County,29526,US,33.855455,-79.005885,34008020010,Florence,1
404,Bryants Landing Rd,Conway,SC,Horry County,29526,US,33.84842,-79.01149,34009010013,Florence,1
316,Waterside Dr,Myrtle Beach,SC,Horry County,29577,US,33.709782,-78.926832,34011020006,"Matthew, Florence",2
2039,Lees Landing Cir,Conway,SC,Horry County,29526,US,33.847724,-78.989025,34011020007,"Matthew, Florence",2
316,Fairwood Ter,Myrtle Beach,SC,Horry County,29588,US,33.688346,-78.957549,34011020008,"Matthew, Florence",2
1002,Dublin Dr,Conway,SC,Horry County,29526,US,33.886993,-79.010161,34011020011,"Matthew, Florence",2
799,Redmond Ct,Conway,SC,Horry County,29526,US,33.849548,-78.98469,34012010001,Florence,1
2057,Lees Landing Cir,Conway,SC,Horry County,29526,US,33.847267,-78.980957,34012010003,Florence,1
2507,Forestbrook Rd,Myrtle Beach,SC,Horry County,29588,US,33.707986,-78.982465,34012010004,Florence,1
2050,Lees Landing Cir,Conway,SC,Horry County,29526,US,33.848429,-78.986705,34012010005,Matthew,1
2062,Lees Landing Cir,Conway,SC,Horry County,29526,US,33.848036,-78.985184,34012010006,Florence,1
749,Embassy Ln,Conway,SC,Horry County,29526,US,33.849107,-78.980628,34012020001,Florence,1
787,Redmond Ct,Conway,SC,Horry County,29526,US,33.849159,-78.983643,34012020007,Florence,1
2071,Lees Landing Cir,Conway,SC,Horry County,29526,US,33.847924,-78.981953,34012020010,"Matthew, Florence",2
2079,Lees Landing Cir,Conway,SC,Horry County,29526,US,33.847545,-78.981269,34012020012,Matthew,1
2080,Lees Landing Cir,Conway,SC,Horry County,29526,US,33.847329,-78.982531,34012020014,"Matthew, Florence",2
2076,Lees Landing Cir,Conway,SC,Horry County,29526,US,33.847594,-78.983285,34012020015,Florence,1
2068,Lees Landing Cir,Conway,SC,Horry County,29526,US,33.847921,-78.984571,34012020017,"Matthew, Florence",2
2088,Lees Landing Cir,Conway,SC,Horry County,29526,US,33.846429,-78.980795,34012030001,Florence,1
1995,Lees Landing Cir,Conway,SC,Horry County,29526,US,33.842831,-78.988992,34012040001,Florence,1
2007,Lees Landing Cir,Conway,SC,Horry County,29526,US,33.844303,-78.98904,34012040006,Florence,1
3648,Eagle Trace Dr,Myrtle Beach,SC,Horry County,29579,US,33.712361,-78.95438,34013010003,"Joaquin, Matthew, Florence",3
1347,Enterprise Ave,Myrtle Beach,SC,Horry County,29577,US,33.70514,-78.902858,34013010004,Florence,1
1973,Lees Landing Cir,Conway,SC,Horry County,29526,US,33.840343,-78.988963,34013010005,"Matthew, Florence",2
1977,Lees Landing Cir,Conway,SC,Horry County,29526,US,33.840839,-78.989016,34013010007,Florence,1
1993,Lees Landing Cir,Conway,SC,Horry County,29526,US,33.842619,-78.989057,34013010013,Florence,1
1988,Lees Landing Cir,Conway,SC,Horry County,29526,US,33.841208,-78.988383,34013010014,Florence,1
203,Stonebridge Dr,Myrtle Beach,SC,Horry County,29588,US,33.679684,-78.968884,34013010016,Florence,1
1976,Lees Landing Cir,Conway,SC,Horry County,29526,US,33.840497,-78.988068,34013010017,Florence,1
1972,Lees Landing Cir,Conway,SC,Horry County,29526,US,33.840022,-78.988019,34013010018,Florence,1
1964,Lees Landing Cir,Conway,SC,Horry County,29526,US,33.839528,-78.987995,34013010019,Florence,1
1955,Lees Landing Cir,Conway,SC,Horry County,29526,US,33.838932,-78.989158,34013040001,Florence,1
1943,Mecca Ct,Conway,SC,Horry County,29526,US,33.8688,-78.992221,34013040003,Florence,1
1950,Lees Landing Cir,Conway,SC,Horry County,29526,US,33.838335,-78.987882,34013040005,"Joaquin, Matthew, Florence",3
1948,Lees Landing Cir,Conway,SC,Horry County,29526,US,33.838135,-78.988074,34013040006,"Joaquin, Matthew, Florence",3
1936,Lees Landing Cir,Conway,SC,Horry County,29526,US,33.836752,-78.9894,34014030001,Florence,1
1927,Lees Landing Cir,Conway,SC,Horry County,29526,US,33.835911,-78.991166,34014030002,Florence,1
1933,Lees Landing Cir,Conway,SC,Horry County,29526,US,33.836796,-78.990566,34014030005,Florence,1
413,37th Ave N,Myrtle Beach,SC,Horry County,29577,US,33.71406,-78.856947,34014030006,"Joaquin, Matthew, Florence",3
5132,Bottle Branch Rd,Conway,SC,Horry County,29527,US,33.873807,-79.178734,34014030007,Florence,1
1941,Lees Landing Cir,Conway,SC,Horry County,29526,US,33.837817,-78.989618,34014030010,Florence,1
1945,Lees Landing Cir,Conway,SC,Horry County,29526,US,33.838239,-78.989286,34014030012,Florence,1
4664,Dock Rd,Conway,SC,Horry County,29526,US,33.921665,-79.015502,34014030014,Florence,1
201,Waccamaw River Dr,Conway,SC,Horry County,29526,US,33.85161,-78.976252,34108030001,Florence,1
211,Waccamaw River Dr,Conway,SC,Horry County,29526,US,33.851254,-78.975965,34108030002,Florence,1
1306,Yacht Dr,Myrtle Beach,SC,Horry County,29577,US,33.691331,-78.954767,34108030006,"Matthew, Florence",2
748,Embassy Ln,Conway,SC,Horry County,29526,US,33.849468,-78.97992,34108040003,Florence,1
170,Waccamaw River Dr,Conway,SC,Horry County,29526,US,33.848793,-78.978808,34108040007,Florence,1
5320,Bottle Branch Rd,Conway,SC,Horry County,29527,US,33.877295,-79.176536,34108040009,Florence,1
2565,E US Hwy 501,Conway,SC,Horry County,29526,US,33.785319,-78.991699,34108040011,Florence,1
2976,Everette St,Conway,SC,Horry County,29526,US,33.865992,-79.091022,34108040012,Florence,1
390,Waccamaw River Dr,Conway,SC,Horry County,29526,US,33.847559,-78.980239,34109010003,Florence,1
372,Waccamaw River Dr,Conway,SC,Horry County,29526,US,33.848148,-78.980045,34109010004,Florence,1
3900,Loblolly Ave,Little River,SC,Horry County,29566,US,33.904793,-78.616053,34109010005,Florence,1
745,Embassy Ln,Conway,SC,Horry County,29526,US,33.848745,-78.980085,34109010006,Florence,1
747,Embassy Ln,Conway,SC,Horry County,29526,US,33.848912,-78.980361,34109010007,Florence,1
746,Embassy Ln,Conway,SC,Horry County,29526,US,33.849288,-78.979662,34109010008,Florence,1
3500,Carter Rd,Loris,SC,Horry County,29569,US,33.980093,-78.850053,34109010009,Florence,1
742,Embassy Ln,Conway,SC,Horry County,29526,US,33.848826,-78.97905,34109010010,Florence,1
365,River Rd,Conway,SC,Horry County,29526,US,33.847942,-78.978327,34109010017,Florence,1
375,River Rd,Conway,SC,Horry County,29526,US,33.847589,-78.978433,34109010018,Florence,1
3265,Hwy 905,Conway,SC,Horry County,29526,US,33.882702,-78.966239,34109010019,Florence,1
395,River Rd,Conway,SC,Horry County,29526,US,33.847072,-78.978348,34109010020,"Joaquin, Florence",2
405,River Rd,Conway,SC,Horry County,29526,US,33.846851,-78.978254,34109010021,"Joaquin, Matthew, Florence",3
415,River Rd,Conway,SC,Horry County,29526,US,33.846634,-78.978101,34109010022,"Joaquin, Matthew, Florence",3
1601,Dick Pond Rd,Myrtle Beach,SC,Horry County,29575,US,33.636328,-78.967234,34109010025,Florence,1
515,River Rd,Conway,SC,Horry County,29526,US,33.844713,-78.976511,34109030001,Florence,1
535,River Rd,Conway,SC,Horry County,29526,US,33.844383,-78.976062,34109030003,Florence,1
555,River Rd,Conway,SC,Horry County,29526,US,33.844118,-78.975616,34109030005,"Joaquin, Matthew, Florence",3
603,Stableford Ct,Myrtle Beach,SC,Horry County,29577,US,33.738958,-78.836933,34109030006,"Joaquin, Matthew, Florence",3
505,River Rd,Conway,SC,Horry County,29526,US,33.844915,-78.97674,34109040001,Florence,1
465,River Rd,Conway,SC,Horry County,29526,US,33.845576,-78.977361,34109040004,Florence,1
455,River Rd,Conway,SC,Horry County,29526,US,33.845745,-78.97755,34109040005,Florence,1
455,Sunnehanna Dr,Myrtle Beach,SC,Horry County,29588,US,33.641528,-79.054824,34109040006,Florence,1
2104,Lees Landing Cir,Conway,SC,Horry County,29526,US,33.84559,-78.979781,34109040008,Florence,1
2096,Lees Landing Cir,Conway,SC,Horry County,29526,US,33.845682,-78.980622,34109040009,Florence,1
3075,Grahamville Rd,Conway,SC,Horry County,29526,US,33.848751,-78.934544,34210020001,Florence,1
6201,Inman Cir,Conway,SC,Horry County,29526,US,33.85309,-78.894406,34303030002,Florence,1
6161,Inman Cir,Conway,SC,Horry County,29526,US,33.856573,-78.89149,34303030003,Florence,1
6147,Inman Cir,Conway,SC,Horry County,29526,US,33.856339,-78.891788,34303030004,Florence,1
1307,Elm St,Conway,SC,Horry County,29526,US,33.846065,-79.057709,34303030005,Florence,1
6430,Old Reaves Ferry Rd,Conway,SC,Horry County,29526,US,33.848806,-78.894666,34306040001,Florence,1
6086,Inman Cir,Conway,SC,Horry County,29526,US,33.854332,-78.892797,34306040002,Florence,1
1730,Gray Oaks Dr,Conway,SC,Horry County,29526,US,33.848075,-78.899805,34307030001,Florence,1
1710,Gray Oaks Dr,Conway,SC,Horry County,29526,US,33.848927,-78.898469,34307030004,Florence,1
1870,Gray Oaks Dr,Conway,SC,Horry County,29526,US,33.844944,-78.902368,34310020001,Florence,1
1860,Gray Oaks Dr,Conway,SC,Horry County,29526,US,33.845188,-78.902225,34310020002,"Matthew, Florence",2
1840,Gray Oaks Dr,Conway,SC,Horry County,29526,US,33.845639,-78.901888,34310020004,Florence,1
1790,Gray Oaks Dr,Conway,SC,Horry County,29526,US,33.846596,-78.900779,34310020009,Florence,1
1770,Gray Oaks Dr,Conway,SC,Horry County,29526,US,33.847263,-78.900647,34310020011,"Matthew, Florence",2
1750,Gray Oaks Dr,Conway,SC,Horry County,29526,US,33.847695,-78.900236,34310020013,"Matthew, Florence",2
