Number,Street,City,State,County,Zip,Country,Latitude,Longitude,PIN,Assessed hurricanes (three),Number of assessed hurricanes
,,Conway,SC,Horry County,29526,US,33.868775,-78.948287,40204040003,Florence,1
521,Holly Dr,Myrtle Beach,SC,Horry County,29577,US,33.694063,-78.903761,40204040004,"Joaquin, Matthew",2
952,Jackson Bluff Rd,Conway,SC,Horry County,29526,US,33.775888,-79.053376,40204040005,Florence,1
932,Jackson Bluff Rd,Conway,SC,Horry County,29526,US,33.777016,-79.053913,40204040010,Florence,1
3225,Shetland Ln,Myrtle Beach,SC,Horry County,29577,US,33.695073,-78.940298,40204040012,Florence,1
920,Jackson Bluff Rd,Conway,SC,Horry County,29526,US,33.77777,-79.053988,40204040013,"Joaquin, Florence",2
916,Jackson Bluff Rd,Conway,SC,Horry County,29526,US,33.778012,-79.053998,40204040014,"Joaquin, Florence",2
972,Jackson Bluff Rd,Conway,SC,Horry County,29526,US,33.774727,-79.053246,40205010001,"Joaquin, Florence",2
4845,S Hwy 701,Conway,SC,Horry County,29527,US,33.767821,-79.071992,40210040062,Florence,1
179,Waccamaw Bend Rd,Conway,SC,Horry County,29527,US,33.756133,-79.071236,40215040017,Florence,1
2575,Society Dr,Conway,SC,Horry County,29527,US,33.769701,-79.148783,40500000031,Matthew,1
5590,Daffodil Dr,Conway,SC,Horry County,29527,US,33.772974,-79.150022,40505030007,Matthew,1
2584,Society Dr,Conway,SC,Horry County,29527,US,33.770688,-79.148419,40505030013,Matthew,1
2620,Society Dr,Conway,SC,Horry County,29527,US,33.770643,-79.149441,40505030014,Matthew,1
5161,Marigold Rd,Conway,SC,Horry County,29527,US,33.842096,-79.17163,40602020001,Florence,1
5020,Pee Dee Hwy,Conway,SC,Horry County,29527,US,33.773525,-79.188569,40606020001,Matthew,1
4260,Pee Dee Hwy,Conway,SC,Horry County,29527,US,33.750337,-79.181266,41100000002,Florence,1
3748,Pee Dee Hwy,Conway,SC,Horry County,29527,US,33.736385,-79.172337,41110040002,Florence,1
1208,Gilbert Rd,Conway,SC,Horry County,29527,US,33.739054,-79.103475,41300000037,Matthew,1
1543,Gilbert Rd,Conway,SC,Horry County,29527,US,33.737569,-79.113104,41300000045,Matthew,1
2142,Winburn St,Conway,SC,Horry County,29527,US,33.73383,-79.115791,41316010002,"Matthew, Florence",2
5650,Old Bucksville Rd,Conway,SC,Horry County,29527,US,33.748,-79.074711,41400000006,Florence,1
105,Upper Mill Rd,Conway,SC,Horry County,29527,US,33.738236,-79.062473,41400000023,Florence,1
409,Sasser Ln,Conway,SC,Horry County,29527,US,33.742289,-79.065283,41406040001,Florence,1
411,Sasser Ln,Conway,SC,Horry County,29527,US,33.741837,-79.065087,41406040002,Florence,1
417,Sasser Ln,Conway,SC,Horry County,29527,US,33.741203,-79.064727,41406040003,Florence,1
409,Keysfield Cir,Conway,SC,Horry County,29527,US,33.744997,-79.066853,41407020031,Florence,1
419,Keysfield Cir,Conway,SC,Horry County,29527,US,33.744587,-79.066572,41407020033,Florence,1
439,Keysfield Cir,Conway,SC,Horry County,29527,US,33.743643,-79.066079,41407030013,"Matthew, Florence",2
1300,6th Ave,Conway,SC,Horry County,29526,US,33.836854,-79.053261,41407030015,Florence,1
412,Sasser Ln,Conway,SC,Horry County,29527,US,33.741254,-79.065314,41407030016,Florence,1
484,N River Front,Conway,SC,Horry County,29527,US,33.730352,-79.053695,41413010001,Florence,1
486,N River Front,Conway,SC,Horry County,29527,US,33.730603,-79.053907,41413010002,Florence,1
2251,Wilderness Rd,Conway,SC,Horry County,29526,US,33.817272,-79.00051,41413010003,"Matthew, Florence",2
3853,Hwy 931,Conway,SC,Horry County,29526,US,33.892386,-79.096597,41413010005,Matthew,1
2681,Hwy 319,Aynor,SC,Horry County,29511,US,33.984969,-79.151343,41413010008,"Joaquin, Matthew, Florence",3
2920,Oak St,Conway,SC,Horry County,29526,US,33.879334,-79.07171,41413010012,Florence,1
5664,New Dawn Ln,Conway,SC,Horry County,29526,US,33.946441,-78.948706,41413030001,Florence,1
,,Conway,SC,Horry County,29526,US,33.868775,-78.948287,41413030002,"Joaquin, Matthew, Florence",3
3796,Long Ave Ext,Conway,SC,Horry County,29526,US,33.886427,-79.008958,41413030004,"Joaquin, Matthew, Florence",3
4051,Hwy 378,Conway,SC,Horry County,29527,US,33.834479,-79.145332,41413030007,Florence,1
462,S River Front,Conway,SC,Horry County,29527,US,33.728531,-79.051784,41413030008,Florence,1
460,S River Front,Conway,SC,Horry County,29527,US,33.728402,-79.051583,41413030009,Florence,1
458,S River Front,Conway,SC,Horry County,29527,US,33.728176,-79.051508,41413030010,Florence,1
452,S River Front,Conway,SC,Horry County,29527,US,33.727872,-79.051171,41413030012,Florence,1
2402,Brunson Spring Rd,Galivants Ferry,SC,Horry County,29544,US,33.913264,-79.227836,41413030013,Florence,1
2075,Lexus Ln,Conway,SC,Horry County,29526,US,33.872339,-79.088309,41413030014,"Matthew, Florence",2
413,Paul St,Conway,SC,Horry County,29527,US,33.820808,-79.079743,41413030015,"Joaquin, Florence",2
1275,Prescott Cir,Myrtle Beach,SC,Horry County,29577,US,33.662674,-78.962256,41413030017,Florence,1
11975,Pee Dee Rd S,Galivants Ferry,SC,Horry County,29544,US,33.940052,-79.243162,41413030018,"Matthew, Florence",2
6135,Juniper Bay Rd,Conway,SC,Horry County,29527,US,33.88596,-79.192375,41413030020,"Joaquin, Matthew, Florence",3
1402,4th Ave,Conway,SC,Horry County,29526,US,33.833805,-79.052611,41413040001,"Joaquin, Matthew",2
,,Conway,SC,Horry County,29526,US,33.868775,-78.948287,41505010024,Matthew,1
4286,Bradford Cir,Myrtle Beach,SC,Horry County,29588,US,33.743442,-79.023973,41505040045,Florence,1
4401,Bradford Cir,Myrtle Beach,SC,Horry County,29588,US,33.740604,-79.024959,41506030009,Florence,1
4391,Bradford Cir,Myrtle Beach,SC,Horry County,29588,US,33.740824,-79.024927,41506030010,Florence,1
4383,Bradford Cir,Myrtle Beach,SC,Horry County,29588,US,33.741026,-79.024887,41506030011,Florence,1
4377,Bradford Cir,Myrtle Beach,SC,Horry County,29588,US,33.741237,-79.024855,41506030012,Florence,1
4311,Bradford Cir,Myrtle Beach,SC,Horry County,29588,US,33.74251,-79.024604,41506030019,Florence,1
4294,Bradford Cir,Myrtle Beach,SC,Horry County,29588,US,33.743418,-79.024248,41506030021,Florence,1
4300,Bradford Cir,Myrtle Beach,SC,Horry County,29588,US,33.743374,-79.024582,41506030022,Florence,1
4314,Bradford Cir,Myrtle Beach,SC,Horry County,29588,US,33.743193,-79.025231,41506030024,Florence,1
4322,Bradford Cir,Myrtle Beach,SC,Horry County,29588,US,33.743026,-79.02563,41506030026,Florence,1
4330,Bradford Cir,Myrtle Beach,SC,Horry County,29588,US,33.742853,-79.0259,41506030027,Florence,1
4338,Bradford Cir,Myrtle Beach,SC,Horry County,29588,US,33.742608,-79.025957,41506030028,Florence,1
4346,Bradford Cir,Myrtle Beach,SC,Horry County,29588,US,33.742251,-79.025841,41506030029,Florence,1
4358,Bradford Cir,Myrtle Beach,SC,Horry County,29588,US,33.741718,-79.025698,41506030031,Florence,1
4366,Bradford Cir,Myrtle Beach,SC,Horry County,29588,US,33.741502,-79.025645,41506030032,Florence,1
4374,Bradford Cir,Myrtle Beach,SC,Horry County,29588,US,33.741309,-79.025594,41506030033,Florence,1
4390,Bradford Cir,Myrtle Beach,SC,Horry County,29588,US,33.740897,-79.025655,41506030035,Florence,1
4400,Bradford Cir,Myrtle Beach,SC,Horry County,29588,US,33.74068,-79.02571,41506030036,Florence,1
4408,Bradford Cir,Myrtle Beach,SC,Horry County,29588,US,33.740465,-79.025762,41506030037,Florence,1
4414,Bradford Cir,Myrtle Beach,SC,Horry County,29588,US,33.740252,-79.025783,41506030038,Florence,1
229,Cabots Creek Dr,Myrtle Beach,SC,Horry County,29588,US,33.737215,-79.027955,41511020028,Florence,1
231,Cabots Creek Dr,Myrtle Beach,SC,Horry County,29588,US,33.737566,-79.02797,41511020029,Florence,1
233,Cabots Creek Dr,Myrtle Beach,SC,Horry County,29588,US,33.738076,-79.027581,41511020030,Florence,1
4428,Bradford Cir,Myrtle Beach,SC,Horry County,29588,US,33.73956,-79.026155,41511020048,Florence,1
124,Blackjack Ln,Myrtle Beach,SC,Horry County,29588,US,33.738993,-79.024269,41512010015,Florence,1
1011,Emerald Ct,Conway,SC,Horry County,29526,US,33.752674,-79.014922,41601010023,Matthew,1
403,Overcrest St,Myrtle Beach,SC,Horry County,29579,US,33.752055,-78.969417,41702020028,Joaquin,1
473,Ronald Mcnair Blvd,Myrtle Beach,SC,Horry County,29579,US,33.741411,-78.939677,41807040005,Matthew,1
1640,Portwest Dr,Myrtle Beach,SC,Horry County,29579,US,33.736375,-78.891858,41912010010,Matthew,1
3949,Lark Hill Dr,Myrtle Beach,SC,Horry County,29577,US,33.727187,-78.893303,41914030002,Matthew,1
1578,Landing Rd,Myrtle Beach,SC,Horry County,29577,US,33.728678,-78.877316,42016020027,Matthew,1
135,Partridgeberry Rd,Myrtle Beach,SC,Horry County,29579,US,33.724438,-78.968688,42702020038,Matthew,1
1006,Forestbrook Rd,Myrtle Beach,SC,Horry County,29579,US,33.722218,-78.959756,42703020059,Joaquin,1
2426,Hunters Trl,Myrtle Beach,SC,Horry County,29588,US,33.724299,-78.979414,42703020065,Joaquin,1
4731,Tarpon Bay Rd,Myrtle Beach,SC,Horry County,29579,US,33.724585,-78.959311,42703020114,Matthew,1
436,Villa Woods Dr,Myrtle Beach,SC,Horry County,29579,US,33.721444,-78.960336,42703030004,Joaquin,1
157,Brookgate Dr,Myrtle Beach,SC,Horry County,29579,US,33.715568,-78.958501,42705010009,Joaquin,1
153,Brookgate Dr,Myrtle Beach,SC,Horry County,29579,US,33.715114,-78.958479,42705010011,Joaquin,1
151,Brookgate Dr,Myrtle Beach,SC,Horry County,29579,US,33.714884,-78.958485,42705040002,Joaquin,1
150,Hummingbird Ct,Myrtle Beach,SC,Horry County,29579,US,33.714595,-78.957425,42705040040,Matthew,1
107,Quail Hollow Rd,Myrtle Beach,SC,Horry County,29579,US,33.717441,-78.965071,42706010008,Joaquin,1
803,Doe Ct,Myrtle Beach,SC,Horry County,29579,US,33.717631,-78.965292,42706010009,Joaquin,1
801,Doe Ct,Myrtle Beach,SC,Horry County,29579,US,33.718008,-78.964854,42706010011,Joaquin,1
111,Quail Hollow Rd,Myrtle Beach,SC,Horry County,29579,US,33.718154,-78.96468,42706010012,Joaquin,1
113,Quail Hollow Rd,Myrtle Beach,SC,Horry County,29579,US,33.718294,-78.964415,42706010013,Joaquin,1
150,Brookgate Dr,Myrtle Beach,SC,Horry County,29579,US,33.714955,-78.959075,42706030017,Joaquin,1
1717,Perdiz Covey,Myrtle Beach,SC,Horry County,29588,US,33.72467,-78.982784,42712010044,Matthew,1
1016,Beauboir Ln,Murrells Inlet,SC,Horry County,29576,US,33.60321,-79.054861,42712040021,Matthew,1
1228,Ambling Way Dr,Myrtle Beach,SC,Horry County,29579,US,33.704062,-78.955993,42713010039,Florence,1
191,Coldwater Cir,Myrtle Beach,SC,Horry County,29588,US,33.66921,-78.973643,42714040012,Florence,1
,,Myrtle Beach,SC,Horry County,29577,US,33.698784,-78.902869,42714040013,Florence,1
2600,Riverside Dr,Myrtle Beach,SC,Horry County,29579,US,33.698299,-78.965846,42714040015,Florence,1
2598,Riverside Dr,Myrtle Beach,SC,Horry County,29579,US,33.698377,-78.966097,42714040016,Florence,1
2596,Riverside Dr,Myrtle Beach,SC,Horry County,29579,US,33.698453,-78.966326,42714040017,Florence,1
2594,Riverside Dr,Myrtle Beach,SC,Horry County,29579,US,33.69854,-78.96655,42714040018,Matthew,1
413,Hospitality Ln,Myrtle Beach,SC,Horry County,29579,US,33.746025,-78.955546,42715010016,Florence,1
297,Encore Cir,Myrtle Beach,SC,Horry County,29579,US,33.70183,-78.9673,42715010017,"Matthew, Florence",2
906,Folly Rd,Myrtle Beach,SC,Horry County,29588,US,33.69804,-78.968486,42715030001,"Joaquin, Matthew, Florence",3
914,Folly Rd,Myrtle Beach,SC,Horry County,29588,US,33.698133,-78.968765,42715030002,"Joaquin, Florence",2
922,Folly Rd,Myrtle Beach,SC,Horry County,29588,US,33.69824,-78.969092,42715030003,"Joaquin, Matthew, Florence",3
928,Folly Rd,Myrtle Beach,SC,Horry County,29588,US,33.698358,-78.969428,42715030004,"Joaquin, Matthew, Florence",3
936,Folly Rd,Myrtle Beach,SC,Horry County,29588,US,33.698464,-78.969745,42715030005,"Joaquin, Matthew, Florence",3
938,Folly Rd,Myrtle Beach,SC,Horry County,29588,US,33.698321,-78.970121,42715030006,"Joaquin, Matthew, Florence",3
942,Folly Rd,Myrtle Beach,SC,Horry County,29588,US,33.698392,-78.970327,42715030007,"Joaquin, Matthew, Florence",3
946,Folly Rd,Myrtle Beach,SC,Horry County,29588,US,33.698467,-78.970541,42715030008,"Joaquin, Matthew, Florence",3
950,Folly Rd,Myrtle Beach,SC,Horry County,29588,US,33.698645,-78.971004,42715030009,Florence,1
2300,John Henry Ln,Myrtle Beach,SC,Horry County,29579,US,33.700975,-78.974714,42715040012,"Matthew, Florence",2
1082,Folly Rd,Myrtle Beach,SC,Horry County,29588,US,33.699809,-78.975625,42715040016,"Joaquin, Florence",2
1076,Folly Rd,Myrtle Beach,SC,Horry County,29588,US,33.699674,-78.975175,42715040018,Florence,1
1074,Folly Rd,Myrtle Beach,SC,Horry County,29588,US,33.699677,-78.974906,42715040019,Florence,1
994,Folly Rd,Myrtle Beach,SC,Horry County,29588,US,33.699409,-78.973444,42715040022,"Joaquin, Matthew, Florence",3
986,Folly Rd,Myrtle Beach,SC,Horry County,29588,US,33.699322,-78.973102,42715040023,"Joaquin, Matthew, Florence",3
851,Folly Ranch Ln,Myrtle Beach,SC,Horry County,29588,US,33.696488,-78.971834,42715040024,"Joaquin, Matthew, Florence",3
972,Folly Rd,Myrtle Beach,SC,Horry County,29588,US,33.699135,-78.972505,42715040025,"Joaquin, Florence",2
961,Folly Rd,Myrtle Beach,SC,Horry County,29588,US,33.698391,-78.972078,42715040027,Florence,1
101,Folly Rd,Myrtle Beach,SC,Horry County,29588,US,33.687675,-78.9766,42715040033,Florence,1
1086,Folly Rd,Myrtle Beach,SC,Horry County,29588,US,33.699782,-78.975906,42716030001,"Joaquin, Florence",2
736,Smith Blvd,Myrtle Beach,SC,Horry County,29588,US,33.69941,-78.976834,42716030004,Florence,1
734,Smith Blvd,Myrtle Beach,SC,Horry County,29588,US,33.699379,-78.977062,42716030005,Florence,1
730,Smith Blvd,Myrtle Beach,SC,Horry County,29588,US,33.699305,-78.977377,42716030007,Florence,1
4651,Pee Dee Hwy,Conway,SC,Horry County,29527,US,33.761047,-79.188374,42716030009,Florence,1
743,River Cliff Dr,Myrtle Beach,SC,Horry County,29588,US,33.699063,-78.977177,42716030010,Florence,1
745,River Cliff Dr,Myrtle Beach,SC,Horry County,29588,US,33.699117,-78.976943,42716030011,Florence,1
749,River Cliff Dr,Myrtle Beach,SC,Horry County,29588,US,33.699284,-78.976494,42716030013,Florence,1
,,Myrtle Beach,SC,Florence County,29588,US,33.671137,-79.02427,42716030014,Florence,1
656,River Bend Rd,Myrtle Beach,SC,Horry County,29588,US,33.698919,-78.976206,42716030015,Florence,1
,Riverbend Rd,Loris,SC,Horry County,29569,US,34.10807,-78.865739,42716030016,Florence,1
,Riverbend Rd,Loris,SC,Horry County,29569,US,34.10807,-78.865739,42716030017,Florence,1
650,River Bend Rd,Myrtle Beach,SC,Horry County,29588,US,33.698329,-78.976017,42716030018,Florence,1
648,River Bend Rd,Myrtle Beach,SC,Horry County,29588,US,33.69813,-78.975953,42716030019,Florence,1
,Riverbend Rd,Loris,SC,Horry County,29569,US,34.10807,-78.865739,42716030020,Florence,1
733,Islander Dr,Myrtle Beach,SC,Horry County,29588,US,33.698414,-78.977044,42716030022,Florence,1
715,Reef Rd,Myrtle Beach,SC,Horry County,29588,US,33.698617,-78.977346,42716030024,Florence,1
742,River Cliff Dr,Myrtle Beach,SC,Horry County,29588,US,33.698671,-78.977112,42716030025,Florence,1
3306,Gaither Ct,Myrtle Beach,SC,Horry County,29588,US,33.643282,-78.994732,42716030026,Florence,1
655,River Bend Rd,Myrtle Beach,SC,Horry County,29588,US,33.698776,-78.976628,42716030027,Florence,1
2611,US Hwy 17,Myrtle Beach,SC,Horry County,29577,US,33.695088,-78.943728,42716030028,Florence,1
716,Reef Rd,Myrtle Beach,SC,Horry County,29588,US,33.698451,-78.977755,42716030029,Florence,1
1414,Crooked Pine Dr,Myrtle Beach,SC,Horry County,29575,US,33.62809,-78.975124,42716030031,Florence,1
702,Reef Rd,Myrtle Beach,SC,Horry County,29588,US,33.697065,-78.977295,42716030032,Florence,1
724,Reef Rd,Myrtle Beach,SC,Horry County,29588,US,33.69922,-78.977829,42716030033,Florence,1
4732,National Dr,Myrtle Beach,SC,Horry County,29579,US,33.785433,-78.967989,42716030034,Florence,1
67,Smith Blvd,Myrtle Beach,SC,Horry County,29588,US,33.699226,-78.979842,42716030037,Florence,1
695,Smith Blvd,Myrtle Beach,SC,Horry County,29588,US,33.699325,-78.979494,42716030038,Florence,1
703,Smith Blvd,Myrtle Beach,SC,Horry County,29588,US,33.699479,-78.979098,42716030040,Florence,1
707,Smith Blvd,Myrtle Beach,SC,Horry County,29588,US,33.699541,-78.978871,42716030041,Florence,1
711,Smith Blvd,Myrtle Beach,SC,Horry County,29588,US,33.699568,-78.978634,42716030042,Florence,1
715,Smith Blvd,Myrtle Beach,SC,Horry County,29588,US,33.699589,-78.978439,42716030043,"Joaquin, Florence",2
719,Smith Blvd,Myrtle Beach,SC,Horry County,29588,US,33.699611,-78.978316,42716030044,Florence,1
721,Smith Blvd,Myrtle Beach,SC,Horry County,29588,US,33.699462,-78.978181,42716030046,Florence,1
735,Smith Blvd,Myrtle Beach,SC,Horry County,29588,US,33.69984,-78.97709,42716030051,Joaquin,1
62,Smith Blvd,Myrtle Beach,SC,Horry County,29588,US,33.698313,-78.979993,42716040001,Florence,1
65,Smith Blvd,Myrtle Beach,SC,Horry County,29588,US,33.699061,-78.980137,42716040002,Florence,1
63,Smith Blvd,Myrtle Beach,SC,Horry County,29588,US,33.698925,-78.980421,42716040003,Florence,1
61,Smith Blvd,Myrtle Beach,SC,Horry County,29588,US,33.698789,-78.980701,42716040004,Florence,1
57,Smith Blvd,Myrtle Beach,SC,Horry County,29588,US,33.698507,-78.981259,42716040006,Florence,1
55,Smith Blvd,Myrtle Beach,SC,Horry County,29588,US,33.698363,-78.981538,42716040007,Florence,1
5200,Pauley Swamp Rd,Conway,SC,Horry County,29527,US,33.780794,-79.12426,42901010001,"Joaquin, Florence",2
736,Charlotte Rd,Myrtle Beach,SC,Horry County,29577,US,33.689446,-78.89793,42901010002,"Matthew, Florence",2
13685,Pee Dee Rd S,Galivants Ferry,SC,Horry County,29544,US,33.982294,-79.251858,42901010004,"Matthew, Florence",2
6400,Dongola Hwy,Conway,SC,Horry County,29527,US,33.77382,-79.163408,42901010005,"Matthew, Florence",2
1559,Betsy Ln,Galivants Ferry,SC,Horry County,29544,US,33.935076,-79.194672,42901010006,Florence,1
4581,US Hwy 501,Conway,SC,Horry County,29526,US,33.897719,-79.130035,42901010008,"Matthew, Florence",2
6871,Cates Bay Hwy,Conway,SC,Horry County,29527,US,33.785372,-79.194321,42901010009,"Matthew, Florence",2
8431,Hwy 814,Myrtle Beach,SC,Horry County,29588,US,33.725549,-79.033383,42902020022,"Matthew, Florence",2
4559,Thompkins Rd,Myrtle Beach,SC,Horry County,29588,US,33.720043,-79.034661,42902030004,"Matthew, Florence",2
5518,Hwy 65,Conway,SC,Horry County,29526,US,33.927716,-78.985967,43004020001,Matthew,1
7140,Horseshoe Cir,Conway,SC,Horry County,29527,US,33.701474,-79.114904,43116040020,Florence,1
2260,Little Lamb Rd,Conway,SC,Horry County,29527,US,33.703597,-79.121945,43213040001,Matthew,1
3309,Pee Dee Hwy,Conway,SC,Horry County,29527,US,33.723342,-79.169754,43300000005,Florence,1
3029,Lucas Bay Rd,Conway,SC,Horry County,29527,US,33.715356,-79.168412,43307030005,Florence,1
1500,Pee Dee Hwy,Conway,SC,Horry County,29527,US,33.687742,-79.12635,43600000016,Florence,1
8328,Bucksport Heights Ct,Conway,SC,Horry County,29527,US,33.692993,-79.123798,43605010008,Florence,1
8332,Bucksport Heights Ct,Conway,SC,Horry County,29527,US,33.692683,-79.123811,43605010009,Florence,1
410,34th Ave N,Myrtle Beach,SC,Horry County,29577,US,33.711529,-78.858211,43605010025,Florence,1
451,Blackberry Ln,Myrtle Beach,SC,Horry County,29579,US,33.764936,-78.953918,43605010026,Florence,1
,,Myrtle Beach,SC,Horry County,29577,US,33.698784,-78.902869,43605020003,Matthew,1
1663,Bucksport Rd,Conway,SC,Horry County,29527,US,33.688423,-79.117392,43605030023,Matthew,1
1227,16th Ave,Conway,SC,Horry County,29526,US,33.848179,-79.059666,43616010005,Florence,1
9150,Didapper Dr,Conway,SC,Horry County,29527,US,33.677575,-79.146813,43616010006,Florence,1
9211,Little Hill Dr,Conway,SC,Horry County,29527,US,33.66951,-79.139164,43616030002,Florence,1
8969,Track Hoe Dr,Conway,SC,Horry County,29527,US,33.674284,-79.143849,43616030004,Florence,1
8951,Track Hoe Dr,Conway,SC,Horry County,29527,US,33.674472,-79.143449,43616030005,Florence,1
9125,Didapper Dr,Conway,SC,Horry County,29527,US,33.676328,-79.146317,43616040002,Florence,1
9111,Didapper Dr,Conway,SC,Horry County,29527,US,33.675557,-79.145318,43616040003,Florence,1
3926,Wesley St,Myrtle Beach,SC,Horry County,29579,US,33.719293,-78.940238,43701010010,Matthew,1
7989,Mishoe Rd,Conway,SC,Horry County,29527,US,33.680636,-79.103794,43710040012,Florence,1
1270,Bucksport Rd,Conway,SC,Horry County,29527,US,33.677729,-79.10998,43715010006,Matthew,1
,Bellamy Rd,Conway,SC,Horry County,29526,US,33.81429,-78.996412,43715010018,Florence,1
1227,Parkhill Dr,Conway,SC,Horry County,29526,US,33.849913,-79.062665,43715010022,Matthew,1
1198,Railroad Dr,Conway,SC,Horry County,29527,US,33.677384,-79.101025,43715020005,Matthew,1
8149,Ole Bellamy Dr,Conway,SC,Horry County,29527,US,33.675945,-79.107502,43715040002,Florence,1
8180,Ole Bellamy Dr,Conway,SC,Horry County,29527,US,33.676331,-79.108689,43716020003,Matthew,1
1200,Bucksport Rd,Conway,SC,Horry County,29527,US,33.676353,-79.109392,43716020004,Florence,1
8101,Mishoe Rd,Conway,SC,Horry County,29527,US,33.678016,-79.108457,43716020007,Florence,1
1450,Bucksport Rd,Conway,SC,Horry County,29527,US,33.682352,-79.112674,43716020009,Florence,1
8165,Ole Bellamy Dr,Conway,SC,Horry County,29527,US,33.675949,-79.107848,43716030001,"Matthew, Florence",2
1120,Bucksport Rd,Conway,SC,Horry County,29527,US,33.675173,-79.108767,43716030007,Matthew,1
1070,Bucksport Rd,Conway,SC,Horry County,29527,US,33.673509,-79.108208,43716030011,"Matthew, Florence",2
8226,Martin Luther Dr,Conway,SC,Horry County,29527,US,33.672782,-79.108771,43716030013,"Matthew, Florence",2
819,Bucksport Rd,Conway,SC,Horry County,29527,US,33.666563,-79.106348,43716030015,"Matthew, Florence",2
8390,Martin Luther Dr,Conway,SC,Horry County,29527,US,33.673211,-79.114157,43716040001,Florence,1
4253,Estate Dr,Conway,SC,Horry County,29526,US,33.91195,-79.065826,43716040004,Florence,1
6643,Peachtree Rd,Myrtle Beach,SC,Horry County,29588,US,33.693045,-79.047978,43901040001,Florence,1
6653,Peachtree Rd,Myrtle Beach,SC,Horry County,29588,US,33.693882,-79.049464,43901040006,Florence,1
2340,Hwy 1115,Galivants Ferry,SC,Horry County,29544,US,34.014862,-79.161041,43908010004,Florence,1
6033,Renata Ln,Myrtle Beach,SC,Horry County,29588,US,33.683575,-79.022089,43912010002,Matthew,1
6046,Renata Ln,Myrtle Beach,SC,Horry County,29588,US,33.683844,-79.023232,43912010007,Matthew,1
6058,Renata Ln,Myrtle Beach,SC,Horry County,29588,US,33.683991,-79.024059,43912010009,Matthew,1
8048,Mill Creek Rd,Myrtle Beach,SC,Horry County,29588,US,33.682077,-79.021967,43912010012,Matthew,1
8000,Mill Creek Rd,Myrtle Beach,SC,Horry County,29588,US,33.68189,-79.02043,43912020001,"Matthew, Florence",2
8010,Mill Creek Rd,Myrtle Beach,SC,Horry County,29588,US,33.681925,-79.020991,43912020002,"Matthew, Florence",2
8030,Mill Creek Rd,Myrtle Beach,SC,Horry County,29588,US,33.681983,-79.021326,43912020003,"Matthew, Florence",2
3565,Forestbrook Rd,Myrtle Beach,SC,Horry County,29588,US,33.695108,-79.000613,44000000008,"Matthew, Florence",2
3827,El Duce Pl,Myrtle Beach,SC,Horry County,29588,US,33.691724,-79.001891,44002030015,Florence,1
3681,Earls Rd,Myrtle Beach,SC,Horry County,29588,US,33.6922,-79.001366,44002030017,"Matthew, Florence",2
3675,Earls Rd,Myrtle Beach,SC,Horry County,29588,US,33.69231,-79.001102,44002030018,"Matthew, Florence",2
3670,Earls Rd,Myrtle Beach,SC,Horry County,29588,US,33.693128,-79.000611,44002030021,Florence,1
5811,Rosewood Dr,Myrtle Beach,SC,Horry County,29588,US,33.691655,-78.993226,44003030002,"Joaquin, Matthew, Florence",3
5812,Rosewood Dr,Myrtle Beach,SC,Horry County,29588,US,33.692318,-78.993109,44003030005,Florence,1
5816,Rosewood Dr,Myrtle Beach,SC,Horry County,29588,US,33.692272,-78.993367,44003030007,"Joaquin, Matthew, Florence",3
601,Hillside Dr N,North Myrtle Beach,SC,Horry County,29582,US,33.826467,-78.67209,44003030008,"Joaquin, Matthew, Florence",3
5824,Rosewood Dr,Myrtle Beach,SC,Horry County,29588,US,33.692075,-78.993741,44003030009,"Joaquin, Matthew, Florence",3
5830,Rosewood Dr,Myrtle Beach,SC,Horry County,29588,US,33.691979,-78.993897,44003030010,"Joaquin, Matthew, Florence",3
5842,Rosewood Dr,Myrtle Beach,SC,Horry County,29588,US,33.691794,-78.994223,44003030012,"Joaquin, Matthew, Florence",3
5848,Rosewood Dr,Myrtle Beach,SC,Horry County,29588,US,33.691678,-78.994356,44003030013,"Joaquin, Matthew, Florence",3
5854,Rosewood Dr,Myrtle Beach,SC,Horry County,29588,US,33.691619,-78.99456,44003030014,"Joaquin, Matthew, Florence",3
3737,Ed Smith Ave,Myrtle Beach,SC,Horry County,29588,US,33.692151,-78.996359,44003030015,"Matthew, Florence",2
975,Cayman Ct,Myrtle Beach,SC,Horry County,29577,US,33.727789,-78.858743,44003030016,"Matthew, Florence",2
3721,Ed Smith Ave,Myrtle Beach,SC,Horry County,29588,US,33.692458,-78.995765,44003030017,"Matthew, Florence",2
3705,Ed Smith Ave,Myrtle Beach,SC,Horry County,29588,US,33.693213,-78.994317,44003030021,"Matthew, Florence",2
3700,Ed Smith Ave,Myrtle Beach,SC,Horry County,29588,US,33.693658,-78.994046,44003030022,"Matthew, Florence",2
3720,Ed Smith Ave,Myrtle Beach,SC,Horry County,29588,US,33.692964,-78.99598,44003030023,"Matthew, Florence",2
3751,Ed Smith Ave,Myrtle Beach,SC,Horry County,29588,US,33.69171,-78.997196,44003040001,"Matthew, Florence",2
,Dutchman Dr,Conway,SC,Horry County,29527,US,33.757481,-79.139139,44003040003,"Matthew, Florence",2
3660,Earls Rd,Myrtle Beach,SC,Horry County,29588,US,33.693197,-79.000339,44003040007,Florence,1
3650,Earls Rd,Myrtle Beach,SC,Horry County,29588,US,33.693584,-78.99975,44003040009,Florence,1
3704,Roberta Ln,Myrtle Beach,SC,Horry County,29588,US,33.696394,-78.989937,44004010004,"Matthew, Florence",2
